665,560,490,n,oc
0.430509,0.561562,0.755148,2.9,24.8
0.609748,0.756574,0.912226,4.3,52.8
0.487603,0.646732,0.862067,1.5,11.2
0.540861,0.686701,0.88745,2.1,16.3
0.569644,0.72243,0.902196,3.3,27.5
0.536185,0.66701,0.870389,1.7,14.5
0.419456,0.561587,0.756701,2.6,21.4
0.395173,0.505669,0.702096,1.7,13.1
0.402357,0.525603,0.707944,1.3,14.5
0.576978,0.711147,0.892662,2.1,20.3
0.633732,0.776673,0.954937,2.8,26.2
0.602558,0.744214,0.880684,4.7,40.6
0.539918,0.681347,0.831511,2.4,27.3
0.755191,0.901669,1.009605,3.2,56.7
0.557593,0.699745,0.878697,3.3,31.4
0.558887,0.68821,0.850975,1.3,10.7
0.556579,0.70885,0.844926,4.8,39
0.633473,0.764426,0.892031,7.1,67.4
0.560962,0.702343,0.866746,2.3,17.5
0.476014,0.599364,0.787768,1.2,8.6
0.476098,0.619436,0.776569,1.6,12.5
0.563816,0.703883,0.852163,3.5,35.1
0.495302,0.621655,0.790833,0.8,5.4
0.581846,0.723676,0.871163,4.2,36.3
0.601019,0.740272,0.876966,3.8,43.9
0.483564,0.60693,0.764587,3.2,29.7
0.515534,0.6663,0.852443,1.9,20.7
0.524022,0.655715,0.822108,2.8,29.9
0.627657,0.741063,0.895449,2.3,22.9
0.575377,0.749672,0.89454,4.9,36.9
0.614087,0.720422,0.861311,1.6,14.7
0.540254,0.647604,0.805388,1.9,12.6
0.539646,0.668722,0.835766,4.2,42.2
0.496893,0.627401,0.779667,2,15.9
0.641309,0.76491,0.913271,4.9,67.9
0.465557,0.58719,0.750464,1.4,11.4
0.657596,0.777813,0.925138,2.3,16.4
0.534434,0.657939,0.829361,1.6,8.8
0.693695,0.810609,0.919138,2.2,30.2
0.577754,0.706298,0.844965,5.6,51.8
0.534457,0.680051,0.808921,0.9,9.8
0.466562,0.588018,0.758514,2.1,15.9
0.536623,0.657831,0.801034,3.5,32
0.435065,0.552549,0.750888,1.2,7.6
0.638745,0.749226,0.8989,1.9,16
0.509038,0.632433,0.790689,2,18.1
0.681875,0.785859,0.903921,3.2,24.4
0.589712,0.700299,0.816939,2.2,16.7
0.701192,0.852512,0.972235,1.8,18.6
0.641075,0.753987,0.880539,2.6,19.4
0.576823,0.728793,0.887663,2.2,20.3
0.565148,0.698992,0.887779,2.3,16.9
0.581361,0.726433,0.87137,2.4,23.4
0.634327,0.773772,0.895087,3.2,28.9
0.550991,0.693388,0.882433,1.5,11.1
0.504985,0.62932,0.775755,1,8.6
0.52694,0.645734,0.79958,1.3,12.9
0.713322,0.832944,0.917369,2.2,30.4
0.637164,0.749382,0.854917,1.2,7.8
0.550056,0.691432,0.851619,1.4,11
0.948292,1.090825,1.17898,3,29.7
0.537555,0.683956,0.841187,1,7.3
0.717787,0.864637,0.969679,2.5,33
0.668349,0.79376,0.893947,1.2,12.1
0.758508,0.89166,1.018711,5.8,50.9
1.019821,1.159576,1.21949,6,123.4
0.792832,0.926726,1.032033,5.4,48.8
0.734141,0.867239,1.013353,8.4,73
0.686719,0.870054,1.018874,4.1,43.8
0.704156,0.824486,0.960349,1.4,11.7
0.707284,0.840907,0.991915,3.4,55.6
0.581879,0.698246,0.824941,2,28
0.683534,0.801672,0.934299,5.3,78.2
0.506416,0.651509,0.843153,0.7,4.7
0.670258,0.831994,0.991995,4,49.7
0.487818,0.605325,0.813209,2,13
0.480754,0.602387,0.794075,1.9,12.6
0.662366,0.824351,1.007541,5.4,63.2
0.477088,0.593332,0.797191,1.6,11
0.544129,0.62322,0.779777,1.8,16.3
0.550287,0.614132,0.750901,1.2,9.5
0.501449,0.623646,0.766139,2.1,25.3
0.536064,0.679446,0.86205,2.3,18.6
0.575029,0.725001,0.930063,4.3,38.6
0.734885,0.860236,0.993961,6.4,70.1
0.549518,0.69738,0.895718,3.6,28.5
0.557776,0.710428,0.905145,2,13.1
0.543901,0.622941,0.757923,1.2,8.6
0.603467,0.741404,0.919548,3.9,36
0.466017,0.593522,0.804312,2.2,19.7
0.420648,0.529062,0.725784,1.4,9.6
0.79458,0.895076,1.010482,2.1,17.2
0.535732,0.671868,0.815369,1.1,9.7
0.545927,0.692587,0.851698,1,8.2
0.644369,0.746533,0.905023,2.6,22.9
0.810226,0.973383,1.087886,9.2,120.9
0.507392,0.611768,0.79368,3.5,28.8
0.431721,0.565384,0.737228,1.2,9.2
0.59178,0.708831,0.829937,3,18.8
0.424409,0.537358,0.720889,2.3,18.1
0.798272,0.951339,1.096782,2.8,29
0.471994,0.57115,0.727647,2.5,12.1
0.75791,0.863461,0.981249,2.7,19.7
0.73749,0.87164,0.972541,6.1,62.1
0.658318,0.76803,0.874958,3.1,31.6
0.543128,0.666871,0.782878,1.8,21
0.491075,0.58407,0.767224,1.9,15.4
0.567182,0.742608,0.885228,2,16.8
0.70246,0.838999,0.969629,2.9,21.9
0.596944,0.797031,0.982839,4.1,41.7
0.577862,0.706288,0.851877,2.4,24.4
0.648939,0.771063,0.894177,2.2,15.5
0.791506,0.893258,1.004514,2.9,34.8
0.588853,0.704218,0.808255,6.6,74.7
0.521063,0.623726,0.76175,2.2,17.7
0.56733,0.709491,0.888074,1.7,13.5
0.670279,0.806725,0.936745,5.6,49.8
0.544948,0.691794,0.860175,1.4,11.4
0.558391,0.698418,0.854283,1.5,11.4
0.559462,0.703001,0.864636,1.4,10.4
0.609481,0.749619,0.960534,2,16
0.562591,0.696908,0.857198,1.7,15.8
0.53939,0.676097,0.842163,1.3,9.7
0.554692,0.679803,0.843924,2,15.6
0.539078,0.674087,0.832548,2.3,21.5
0.542832,0.689041,0.853181,1.3,9.8
0.542674,0.692435,0.856483,1.5,10.9
0.56314,0.688896,0.839532,1.5,11.3
0.580265,0.717756,0.864898,1.4,10
0.575,0.716717,0.868292,1.4,10.5
0.504898,0.647576,0.81572,1.5,9.5
0.576377,0.722315,0.936767,3.8,31.2
0.560596,0.695495,0.860412,2.3,21.7
0.486793,0.612577,0.773057,1.4,10.7
0.603018,0.739392,0.903124,2.4,19.2
0.539445,0.675808,0.830681,1.6,12.1
0.587012,0.720533,0.876829,4.3,36.8
0.492082,0.609294,0.743373,2.6,12.6
0.462065,0.54818,0.652471,2.9,30.7
0.549452,0.690914,0.856604,1.7,13.2
0.551431,0.694715,0.849347,2.2,17.8
0.53533,0.675995,0.844222,1.8,15.3
0.577681,0.711039,0.866774,1.7,14
0.524536,0.666168,0.844404,1.6,10.3
0.567752,0.694914,0.851237,1.6,13.4
0.530635,0.666841,0.861638,1.2,9.2
0.549391,0.694126,0.870597,1.6,11.6
0.507998,0.653081,0.82374,1.4,10.4
0.490958,0.63523,0.821306,1.7,13.6
0.468285,0.595274,0.766299,3.4,36.1
0.539358,0.689328,0.862972,1.5,13
0.617021,0.742792,0.890177,1.6,14.5
0.515984,0.612928,0.73039,2.2,22.3
0.567039,0.699272,0.858705,1.8,13
0.559203,0.704043,0.869847,2.1,15.4
0.552275,0.695837,0.874885,1.6,11
0.545119,0.689748,0.858257,1.7,13.4
0.554056,0.690068,0.853847,1.6,14
0.545133,0.686366,0.861802,1.5,11
0.518384,0.656942,0.822053,1.5,11.4
0.456061,0.562911,0.712648,2.8,17.8
0.545107,0.674979,0.83019,2.3,18
0.538067,0.687626,0.874501,1.3,9.7
0.518812,0.659804,0.830653,1.4,9.5
0.509435,0.652945,0.831178,1.2,8.9
0.557807,0.685162,0.843325,1.4,13.9
0.544784,0.6757,0.843491,1.3,12.4
0.538133,0.674567,0.83465,1.7,13.9
0.591621,0.707046,0.840085,1.6,14.6
0.579456,0.707993,0.849797,2.5,19.4
0.42051,0.54401,0.733848,2.2,17.5
0.561124,0.709297,0.881831,2.2,17
0.62567,0.745542,0.865368,5.9,46.7
0.637405,0.771239,0.893657,3.6,55.6
0.483462,0.618065,0.748208,5.2,51.1
0.638171,0.763346,0.885612,4.1,33
0.471167,0.608272,0.771631,1.7,14.7
0.526928,0.67421,0.855222,2.2,18.4
0.540962,0.669073,0.81247,2.2,19.9
0.512221,0.659168,0.83355,2.2,21.8
0.62359,0.741153,0.853309,5.7,52.3
0.453868,0.57835,0.722863,1.6,13.3
0.890012,1.058328,1.18145,5.8,70.2
0.648057,0.78127,0.872852,1.6,15.6
0.659543,0.806978,0.940034,3.2,24.7
0.544074,0.70791,0.867941,2.4,19.3
0.625161,0.773634,0.914758,2.6,21.8
0.591776,0.743139,0.898854,2.6,19.6
0.521578,0.658779,0.797948,1.9,14
0.703951,0.871359,0.992874,5.7,51
0.457981,0.595734,0.744951,1.6,11.6
0.719009,0.904638,1.054582,4.3,53.9
0.5051,0.651097,0.787567,4.2,33.2
0.620832,0.772323,0.923225,3.6,31.9
0.46359,0.596387,0.748408,1.7,12.9
0.62786,0.745104,0.840547,4.4,37
0.726109,0.871128,0.985192,9.1,100.2
0.562673,0.72496,0.918119,1.4,10.8
0.637749,0.782688,0.973349,1,8.7
0.516559,0.66401,0.846016,1.2,9.4
0.746763,0.873001,1.029462,1.4,12.3
0.830454,0.946222,1.029387,7.6,59.2
0.631513,0.795246,0.991245,1.7,16
0.52382,0.689912,0.901542,1.7,13.7
0.502699,0.652816,0.832787,1.3,8.5
0.518434,0.671303,0.854578,1.2,9
0.534772,0.690181,0.888753,1.2,8.1
0.537984,0.701415,0.89929,1.3,10.8
0.534746,0.690025,0.875654,1.3,9.8
0.61559,0.764236,0.972139,1.7,12.5
0.513879,0.677667,0.861802,1.4,10.3
0.628397,0.775951,0.929075,3.4,22.3
0.565637,0.732956,0.924427,1.7,13.8
0.523344,0.680958,0.889524,1.6,12
0.517897,0.6623,0.83412,2,15.9
0.566599,0.714508,0.90244,2,17.1
0.590924,0.746014,0.928181,2,17.1
0.556589,0.724536,0.929968,1.4,10
0.55863,0.735331,0.95579,1.3,8.3
0.575577,0.742401,0.937244,2,16.1
0.560499,0.703185,0.877625,1.6,18.3
0.519558,0.67213,0.845211,1.6,13.1
0.541751,0.688985,0.874563,1.7,13.5
0.551101,0.687624,0.854363,1.9,15.1
0.512912,0.598486,0.699153,2.8,21.6
0.58986,0.741625,0.924281,1.3,9.8
0.642172,0.797061,0.990745,1.5,11
0.684352,0.812416,1.005713,1.4,11.7
0.557853,0.709778,0.883782,1.1,8.5
0.649497,0.779504,0.946473,1,5
0.579879,0.73948,0.918072,1.1,9.1
0.601611,0.762441,0.966061,1.6,12
0.562678,0.693225,0.846735,2.4,14.3
0.540775,0.666205,0.86674,1.9,18.3
0.57918,0.718507,0.898732,1.9,12.8
0.581513,0.722663,0.903292,1.2,9.7
0.570642,0.720259,0.903095,1.3,9
0.689488,0.798815,0.902933,0.8,8.2
0.543911,0.696358,0.900365,1.4,10.1
0.565582,0.7195,0.915733,1.4,9.8
0.62542,0.758757,0.906977,2.1,19
0.622164,0.746139,0.86611,4,40.3
0.594585,0.74037,0.918213,1.5,12.2
0.729749,0.839921,0.977432,7.3,68.5
0.547437,0.677025,0.789058,4.8,38.9
0.747808,0.832922,0.929461,1.3,16.9
0.611074,0.745538,0.876512,3.5,29.3
0.665191,0.766241,0.877085,1.2,16.6
0.642207,0.749084,0.900069,1.4,11.9
0.495688,0.643009,0.838976,1.5,10.9
0.520096,0.664216,0.831336,1.4,10
0.583739,0.72368,0.908078,1.5,11.2
0.541726,0.688815,0.870944,1.5,10.5
0.566941,0.708387,0.87089,1.7,14.1
0.637081,0.738382,0.842792,2.9,22.3
0.5605,0.68996,0.856849,1.6,13.2
0.575186,0.708251,0.85771,1.8,15.5
0.564631,0.684858,0.849979,1.8,13.5
0.646109,0.771617,0.897871,4.9,62.6
0.540871,0.674533,0.810614,3.2,25.6
0.543987,0.670315,0.831338,1.5,14.7
0.51022,0.632209,0.803681,1.4,10.2
0.549832,0.694604,0.87928,1.1,7.9
0.553897,0.675023,0.82874,1.5,11.2
0.675672,0.793496,0.919859,1.7,11.7
0.794904,0.959708,1.143716,4.8,46.5
0.562162,0.690296,0.859623,2.3,11
0.558277,0.697292,0.835093,3.7,32
0.496581,0.631375,0.80116,3,18.6
0.566849,0.71483,0.902187,3.4,25
0.501054,0.630447,0.825922,1.9,18.1
0.482775,0.61073,0.797514,2.1,16.4
0.534344,0.675566,0.849444,2.9,24.2
0.660632,0.820351,0.98631,2.7,17.2
0.557354,0.706103,0.903085,0.7,5.3
0.48589,0.614588,0.764974,2.1,30.3
0.468915,0.582391,0.768136,2.4,18.8
0.438592,0.545341,0.665853,3.3,54.7
0.462624,0.588113,0.793561,3.7,33
0.550256,0.706757,0.890176,2.7,28.2
0.688412,0.855263,1.028938,4,28.5
0.545589,0.664434,0.802064,6.2,66.4
0.674311,0.816722,0.906628,15.6,185.8
0.536915,0.692753,0.844353,2.1,19
0.586536,0.696345,0.817795,4.4,40.9
0.444443,0.566339,0.728449,1.4,11.8
0.578003,0.727575,0.887562,1.8,15
0.539121,0.678087,0.81855,4.8,72.6
0.531855,0.659649,0.817519,3.5,26.4
0.50738,0.643694,0.833686,2.4,21.6
0.571759,0.697141,0.839188,1.4,12.6
0.657936,0.806936,0.931457,4.9,43.9
0.54166,0.672775,0.804575,3,26.7
0.719736,0.869867,0.985005,4.4,44.4
0.621375,0.758702,0.878517,2.3,20.3
0.619845,0.749988,0.884417,1.2,9.1
0.666753,0.81997,0.93705,3.4,32.1
0.673237,0.832195,0.949584,3.2,33.4
0.792665,0.957472,1.07722,5.7,56.6
0.665827,0.850084,1.016351,3.3,30.8
0.640345,0.772313,0.931229,1,15.3
0.845236,0.998756,1.119976,5.7,65.3
0.763226,0.930316,1.04278,5.8,60.2
0.673477,0.820449,0.92379,3.6,36.7
0.616729,0.771082,0.898475,2.9,29.8
0.584141,0.7218,0.900286,4,37.6
0.534464,0.706209,0.892371,3.3,36
0.564127,0.710738,0.892611,2.8,22.2
0.489203,0.618894,0.814783,2.8,23.4
0.727483,0.866579,1.031029,3.9,40.1
0.61777,0.767331,0.912376,3.9,43.8
0.487929,0.633474,0.867167,1.3,9
0.531849,0.685044,0.908611,1.6,11.7
0.613312,0.732864,0.901863,3.5,39.3
0.606131,0.757961,0.923313,5,66.1
0.559109,0.67424,0.828663,2.8,26.8
0.663536,0.800131,0.945189,5.7,81
0.690331,0.822346,0.967903,6.3,78.1
0.545263,0.674335,0.848427,3.5,37.5
0.783996,0.906378,1.025746,5.9,74.8
0.502026,0.623309,0.806684,4,38.3
0.488002,0.619182,0.812643,2.6,23.5
0.459461,0.602495,0.795757,1.3,11.3
0.481227,0.58716,0.724461,5,39
0.618504,0.760286,0.944429,2.2,17.6
0.580151,0.695903,0.846309,4.4,38
0.478356,0.585153,0.789212,2,17.3
0.561671,0.715605,0.880862,2.8,15.4
0.541115,0.675244,0.886079,2.8,25.1
0.519719,0.63558,0.837168,2.1,17.3
0.602976,0.724721,0.87281,4.2,45.9
0.577198,0.693962,0.883957,3.2,33.9
0.496364,0.61202,0.813322,2.4,19.4
0.615938,0.759307,0.913944,5.3,48.5
0.626803,0.783259,0.934031,7.6,65.8
0.604559,0.780533,1.021146,1.6,12.7
0.499154,0.647436,0.797519,4.1,33.4
0.554364,0.660887,0.795706,3,26.2
0.541018,0.697577,0.910734,3.6,41.9
0.636581,0.802845,1.00079,2.7,20.3
0.665012,0.790154,0.969668,3.5,32.7
0.606297,0.724273,0.841771,7.7,73
0.501603,0.626108,0.835477,3.2,23.3
0.473415,0.617245,0.808892,1.7,12.9
0.555484,0.6705,0.830573,5,47.2
0.642481,0.780587,1.002204,3.1,27.4
0.454046,0.611411,0.80908,1.1,7.3
0.710035,0.887499,1.077615,5.9,76.3
0.720958,0.879805,1.055999,6.6,84
0.756238,0.901251,1.058387,5.9,75.2
0.529428,0.680603,0.903468,2,18.7
0.520619,0.676763,0.84255,1.9,14.5
0.554369,0.668807,0.894131,3.3,28.6
0.501756,0.639191,0.867327,2.4,17.3
0.617151,0.830671,1.032418,3.7,42.7
0.672094,0.799073,0.935962,2.3,19.3
0.740613,0.867247,0.986961,2.4,22.1
0.779783,0.923715,1.017713,3.7,67.8
0.608462,0.750505,0.931689,1.7,14
0.560066,0.735786,0.94502,1.4,16.9
0.676403,0.840766,0.987433,3.6,31.5
0.64679,0.808841,0.957611,3.2,26.7
0.621757,0.793757,0.975215,2.8,26.8
0.606664,0.757916,0.9241,3.1,23.8
0.553789,0.706522,0.866955,2.1,15.5
0.484397,0.629122,0.817059,2.2,18
0.528463,0.675605,0.837244,1.9,15.6
0.547366,0.697106,0.838009,4.9,41.2
0.629257,0.799042,0.961033,2.5,19.9
0.584707,0.755835,0.929713,2.6,20.8
0.549339,0.688415,0.834133,1.7,11.1
0.580348,0.718896,0.892968,2.3,21.4
0.578254,0.719048,0.895663,3.8,33
0.492819,0.628747,0.82508,1.8,14.2
0.509172,0.647612,0.84152,1.5,12.6
0.548312,0.68078,0.805076,3.2,29.8
0.581532,0.736818,0.914782,5.6,51.4
0.529565,0.657989,0.887612,1.9,15.6
0.494038,0.575546,0.737351,3.2,27.5
0.63248,0.770445,0.959517,3.3,27.8
0.519935,0.632184,0.816156,2.9,26.1
0.441736,0.559651,0.696523,1.4,11.7
0.446983,0.543584,0.707856,1.6,20.2
0.556485,0.730231,0.901697,1.5,43
0.528806,0.642676,0.753773,2.9,39.5
0.426633,0.554132,0.717226,1.5,13.1
0.477846,0.594753,0.794902,2,17.4
0.439805,0.525836,0.61422,1.4,20.1
0.52827,0.660024,0.804573,2.1,19.2
0.418081,0.501627,0.590779,2.3,25.6
0.579698,0.708554,0.877321,2,18.2
0.740536,0.868257,1.092303,2.8,34.1
0.588779,0.762894,0.970534,1.7,13.9
0.559726,0.699691,0.844987,2.1,17.7
0.530244,0.666991,0.844943,1.4,11.3
0.507067,0.629419,0.790492,2.9,23.1
0.502647,0.642592,0.845109,2.5,31.9
0.515401,0.62022,0.741482,2.5,24.6
0.523995,0.625036,0.731893,2.9,30.9
0.555778,0.696235,0.821548,3.6,29.9
0.59262,0.746436,0.87992,1.5,28
0.469473,0.548303,0.718553,2.6,19.5
0.53089,0.6528,0.834562,2.7,23.6
0.614397,0.728914,0.83078,3.6,45
0.771272,0.906772,0.999027,1.2,22.8
0.691478,0.825893,0.97815,5.3,67.2
0.537622,0.645371,0.821614,3,25.1
0.61779,0.742546,0.854094,4.7,41.7
0.529681,0.648094,0.802986,3.9,32.8
0.610797,0.750166,0.921427,3.6,30.8
0.57183,0.711772,0.867328,3.5,29
0.502731,0.622622,0.819669,2.5,20.9
0.543187,0.688578,0.935261,2.2,18.9
0.523479,0.662309,0.897167,2.6,19.7
0.494382,0.622781,0.818388,3,23.6
0.690771,0.78213,0.855324,6.1,86.8
0.684613,0.843156,0.992182,9,80.6
0.642758,0.814186,1.026325,3.1,26.3
0.58409,0.710516,0.845525,5.7,51.5
0.572436,0.763418,0.98151,3,26.3
0.694419,0.862529,1.004755,6.9,108.8
0.699091,0.854016,1.006508,6.8,67.8
0.625647,0.770303,0.966389,4.5,46.9
0.690263,0.839167,1.041642,4.3,39.2
0.585141,0.775114,0.995821,2.8,24.7
0.583956,0.752248,0.942075,3.5,32
0.695409,0.916142,1.127459,2.8,22.9
0.584797,0.72008,0.867896,3,37.1
0.517495,0.668748,0.869658,1.8,15.2
0.709829,0.836936,0.936376,7.5,76.2
0.507976,0.630684,0.772535,1.7,26.6
0.706101,0.868551,1.002765,9.8,85.7
0.747292,0.897389,1.036983,5.1,43.8
0.642955,0.797821,0.949235,4.9,81.7
0.57875,0.76793,0.995108,2.1,18.1
0.638956,0.798173,1.02427,3,26.6
0.649635,0.825491,1.013462,4.1,37.5
0.567366,0.76707,1.006948,3.1,31.4
0.748014,0.893577,1.056913,6.2,83.7
0.62182,0.779834,0.959329,3.9,38.1
0.705139,0.866758,1.04859,4.1,36.8
0.412444,0.508675,0.666154,2.1,21.4
0.400169,0.510383,0.629103,2.4,30.2
0.462652,0.590989,0.717843,2.7,9.2
0.499447,0.615856,0.728148,2.7,26.9
0.410315,0.509714,0.611161,2.7,38.6
0.434978,0.53929,0.642617,2.6,24.6
0.405134,0.505085,0.613233,2.6,6.4
0.35713,0.44492,0.548181,1.9,20.7
0.460153,0.587451,0.736397,2.5,13.2
0.364665,0.44705,0.56755,2.4,40.3
0.40776,0.51234,0.631134,2.3,32.3
0.501414,0.624695,0.758689,2.4,29.5
0.485234,0.60589,0.726076,2.9,31.9
0.506766,0.625587,0.730167,3.1,42.2
0.48715,0.623522,0.794829,1.1,8.9
0.605216,0.748616,0.913399,2.3,19.3
0.640736,0.796645,0.967693,2.3,20.8
0.428861,0.546517,0.670639,2.4,24.9
0.396694,0.49801,0.609894,1.8,8.5
0.539563,0.638977,0.769559,1.7,15.7
0.475411,0.603728,0.74978,2.2,17.5
0.461852,0.582201,0.715862,2.1,14.5
0.481144,0.617252,0.801415,1.2,10.1
0.459898,0.598256,0.77202,1.3,9
0.464325,0.595692,0.753181,1.6,12.8
0.495771,0.635377,0.850842,1.4,10.6
0.485857,0.616,0.749606,2.6,11.9
0.399722,0.493321,0.58911,2.5,3.2
0.376041,0.469644,0.572143,2.4,12.6
0.422063,0.533436,0.65366,2.3,11.3
0.534161,0.682902,0.853733,2,13.4
0.408726,0.509218,0.617101,2.8,2.5
0.556353,0.688036,0.791292,4.3,45.6
0.414118,0.528413,0.650716,2.8,7
0.598954,0.713363,0.833739,2.3,20
0.505827,0.635278,0.756572,2.8,27
0.435424,0.542112,0.640345,3,27.6
0.680345,0.801109,0.899028,4.8,38.3
0.498447,0.597028,0.712812,1.9,17.4
0.539074,0.682107,0.823735,3.9,33.1
0.577958,0.694642,0.845701,2.4,18.8
0.544855,0.665269,0.805852,2.9,23.4
0.584663,0.726667,0.858352,3.6,28
0.559788,0.705767,0.844575,2.1,19.3
0.669493,0.772926,0.861737,4.6,64.7
0.597755,0.782276,0.959391,3.2,28.1
0.523145,0.675292,0.808064,2.7,22.3
0.574747,0.731041,0.872663,2.7,27.3
0.582171,0.651298,0.743462,2,17.1
0.614225,0.728768,0.85521,2.3,24.7
0.51346,0.645424,0.80072,2.8,22.1
0.546745,0.697513,0.838651,3.7,28.9
0.521907,0.665595,0.825259,1.6,11.9
0.477979,0.707604,0.897067,3.4,26.3
0.552371,0.692374,0.828671,3.8,33.2
0.635873,0.809986,0.983266,4.8,75.1
0.560416,0.701757,0.852953,2.1,17.2
0.533916,0.684391,0.831615,3.3,26.9
0.614632,0.756235,0.886164,4.8,42.7
0.562307,0.715466,0.88472,4.1,33.6
0.564209,0.713026,0.854352,3.7,31.2
0.538489,0.679482,0.814818,3.9,31.4
0.634175,0.77757,0.903667,3.3,29.6
0.632815,0.787676,0.932164,3.2,26.1
0.538394,0.677803,0.825901,3.1,23.3
0.629684,0.773334,0.915828,4,32.6
0.536249,0.675387,0.814668,2.9,22
0.576173,0.718252,0.867784,3.4,27.7
0.597286,0.734059,0.897532,2.6,19.1
0.614372,0.780025,0.936455,2.3,18.4
0.60813,0.770592,0.92132,3.3,25.2
0.605975,0.772194,0.938071,2.1,17.7
0.554109,0.7053,0.853174,2.3,19
0.547013,0.683839,0.836361,2,16.1
0.62246,0.742771,0.900876,1.7,12.6
0.553868,0.696471,0.879437,2.6,20.5
0.599325,0.700199,0.782763,2.9,25.9
0.63359,0.802292,1.000525,1.5,11
0.6,0.757747,0.94515,1.5,13.1
0.672241,0.822817,0.999196,1.8,14
0.671701,0.806144,0.993104,1.3,9.9
0.555202,0.707937,0.924727,1.2,9.8
0.563447,0.680883,0.809013,1.1,9
0.515474,0.650676,0.780614,1.4,14
0.553613,0.707077,0.890259,1.2,8.9
0.689296,0.847193,1.00961,1,8.7
0.738026,0.846627,0.906922,0.6,14.8
0.656186,0.773246,0.906316,2.8,30.5
0.815499,0.896375,0.976038,1.1,13.6
0.649547,0.762456,0.871292,4.1,35.1
0.806803,0.906655,1.007297,1.1,11
0.571639,0.700338,0.837247,1.1,8.8
0.617377,0.761986,0.905022,1.1,9.1
0.739919,0.857585,0.991172,0.9,6.2
0.529018,0.655109,0.791716,0.7,4.7
0.595527,0.709989,0.859182,1.1,8.5
1.03353,1.160843,1.207665,4.1,103.6
0.596191,0.692889,0.79988,2.2,22.5
0.616014,0.764559,0.882776,2.2,17.7
0.697001,0.807215,0.946888,3.1,29.2
0.622445,0.760038,0.859322,3,27.8
0.801878,0.930794,1.051337,3.6,36.1
0.86901,1.066665,1.175521,4.2,50.8
0.689076,0.894823,1.064179,2.8,28.9
0.521132,0.672103,0.864215,1.4,10.7
0.525286,0.645235,0.830092,4.8,45.8
0.676957,0.847251,1.028769,3.6,35
0.679146,0.888381,1.072934,3.9,35.1
0.761295,0.993132,1.165019,2.9,26.5
0.770365,0.976857,1.128493,4.3,91.2
0.538866,0.685328,0.853684,3.7,32.8
0.439833,0.526451,0.651647,1.9,20.1
0.571635,0.672644,0.859978,1.2,7.5
0.606675,0.71052,0.863539,1.7,14.6
0.531968,0.673996,0.873522,1.7,16.4
0.637409,0.762801,0.931211,1.8,15
0.488739,0.656814,0.833292,1.3,8.7
0.481808,0.581556,0.787002,1.4,7.5
0.637241,0.759475,0.933152,1.2,8.9
0.609721,0.737377,0.955939,1.4,11
0.433959,0.531861,0.698837,1.6,13.5
0.516787,0.619162,0.776855,1.5,16.8
0.48309,0.575959,0.764137,1.6,7.5
0.641647,0.755145,0.962791,1.3,9.2
0.539408,0.652456,0.815174,2.2,17.9
0.679528,0.834164,1.022645,0.9,17.6
0.508441,0.626831,0.808755,1.8,14.4
0.50263,0.614149,0.789213,1.2,8.1
0.42193,0.534433,0.726861,1.2,9.2
0.466968,0.561296,0.717737,1.8,15
0.69246,0.861351,1.023295,1.1,7.9
0.4031,0.493188,0.693271,1.4,12.5
0.511263,0.633606,0.806441,1,7.8
0.466555,0.603244,0.785575,1.2,8.4
0.573871,0.682278,0.829722,1,6
0.645132,0.779364,0.885263,0.4,4.7
0.544513,0.655782,0.775817,1.8,26.7
0.719103,0.932828,1.107536,5.1,61.5
0.681942,0.885752,1.074244,4.3,57.1
0.812817,1.032876,1.178836,5,50.4
0.816415,1.034155,1.181341,4.7,49
0.497074,0.690489,0.910357,2.2,27.8
0.598438,0.814784,1.033446,3.1,28.8
0.540531,0.710706,0.916681,2.6,21.9
0.565731,0.727032,0.944182,2.6,21.4
0.741484,0.926784,1.099587,6.1,75.9
0.796669,0.975521,1.138786,4.5,39.2
0.809277,0.998938,1.162927,4,53
0.606007,0.805288,1.026023,2.8,23.6
0.711336,0.934889,1.144507,2.4,24.8
0.60355,0.78127,0.963376,4.5,57.8
0.532829,0.685585,0.882497,1.5,11.4
0.780288,0.954391,1.131749,3,24.3
0.528444,0.715808,0.948003,2.3,18.2
0.517494,0.682767,0.884944,2.2,18
0.527391,0.713649,0.964445,2.4,20
0.656996,0.793087,0.879673,1.5,14.6
0.715886,0.840564,0.960658,1.3,12.6
0.616301,0.73813,0.843735,1.4,11
0.592371,0.707087,0.778022,1.6,19.1
0.755453,0.87499,0.989959,1.9,15.8
0.686766,0.833524,1.007384,2,15.8
0.652104,0.78431,0.909602,3.4,33.3
0.443967,0.550106,0.696553,1.1,9.6
0.455222,0.576305,0.741081,1.2,9.7
0.572197,0.680533,0.815101,1.6,7
0.551938,0.69277,0.879489,1.5,13.6
0.635178,0.758273,0.898671,1.7,16.6
0.480066,0.570244,0.667516,2,7.9
0.522113,0.665481,0.827987,1.2,9.1
0.575569,0.698247,0.833839,2.4,18.4
0.615849,0.783679,0.986377,1.4,12.5
0.746205,0.896073,1.004484,1.9,19.8
0.630191,0.746273,0.87621,1.4,10.7
0.754806,0.901702,0.967077,3.1,63.7
0.517829,0.657871,0.774115,1.5,16.7
0.666317,0.788181,0.931963,1.5,9.8
0.517248,0.649451,0.777748,0.8,7
0.652847,0.78598,0.900261,2.3,33.8
