665,560,490,n,oc
0.726538,0.819477,0.89821,2.4,27.5
0.626062,0.731154,0.852452,0.9,7.6
0.55947,0.705513,0.876724,1.5,10.9
0.586764,0.722816,0.865264,2.7,24.5
0.544637,0.682308,0.844367,1.4,10.9
0.546066,0.679864,0.841143,1.6,13.1
0.596288,0.716788,0.896641,1.3,9.8
0.555719,0.693153,0.858582,1.3,10.3
0.520009,0.705527,0.884038,2.4,19.5
0.933913,1.029476,1.101321,5,117.4
0.578986,0.722563,0.875132,4.1,32
0.600548,0.750371,0.904608,3.2,52.5
0.605384,0.719439,0.858918,3.7,31.9
0.535206,0.666431,0.844328,1.6,15.2
0.540971,0.641335,0.761433,1.8,31.9
0.545426,0.701156,0.873961,2.2,18
0.875682,0.949364,1.019428,5.4,91.6
0.54869,0.692788,0.849279,2,18.6
0.5527,0.652269,0.775053,4.2,38
0.765294,0.875135,0.974173,2.9,27.9
0.585054,0.724376,0.869257,2.1,16.7
0.778416,0.853735,0.948106,2.3,33.9
0.479159,0.623757,0.798712,1.2,17.6
0.505391,0.616858,0.747434,1.8,16.6
0.778842,0.92768,1.157846,3.2,36.2
0.459708,0.578164,0.747374,1.3,18.6
0.551551,0.692226,0.850572,1.6,13.3
0.53856,0.679573,0.857714,1.2,8.6
0.545997,0.668772,0.80793,1.1,8.9
0.560908,0.68594,0.819489,1.2,11.4
0.562183,0.679466,0.783026,1.6,15.5
0.788513,0.917968,0.995807,1.4,15.8
0.734031,0.86482,0.954414,1.7,16.6
0.727127,0.850741,0.969598,1.8,15.7
0.724158,0.852906,0.938637,3.7,34.1
0.685491,0.790718,0.899477,1.3,13.2
0.639223,0.775811,0.912863,1.7,14.5
0.766967,0.882368,0.959242,1.5,13.8
0.858768,0.973052,1.045894,4,41.4
0.706669,0.829386,0.929938,4.1,36.3
0.707766,0.821229,0.898955,2.3,34.4
0.554664,0.678639,0.812894,1.4,11.9
0.540152,0.692688,0.889994,1.1,8.6
0.879899,0.979392,1.044003,1.9,22.2
0.534771,0.67799,0.841791,1.3,11.3
0.724949,0.833137,0.900292,1.2,16.7
0.52061,0.642049,0.784952,1.2,9.7
0.916393,1.034353,1.106747,2,27.4
0.801423,0.904331,1.007433,1.2,18.5
0.800468,0.924844,1.007386,1.6,15.3
0.790436,0.911283,1.01934,2.2,20.9
0.796276,0.910234,1.054275,1.8,22.4
0.850038,0.976739,1.087153,2,20.2
0.707059,0.832415,0.935869,1.9,20.1
0.987334,1.133056,1.210428,8.3,141.9
0.659107,0.785507,0.901622,1.5,14.9
0.531701,0.67934,0.855737,1.3,10
0.591749,0.665227,0.743917,4.1,34.3
0.836896,0.996719,1.136055,1.5,15.2
0.680704,0.834129,0.979726,1.7,18.1
0.748582,0.878615,1.012463,1.5,14.5
0.656783,0.818664,0.984117,1.2,13
0.895707,1.00918,1.113805,2,21.1
0.72826,0.867766,0.990397,0.9,8.7
0.882656,1.00191,1.093322,2.4,24.6
0.809786,0.943328,1.062675,2.1,21.2
0.813298,0.921093,1.024487,2.3,21.8
0.835185,0.951918,1.065121,1.6,14.3
0.841815,0.972863,1.085586,3.3,34.3
0.768242,0.950306,1.096343,3.4,32.7
0.579178,0.741287,0.917858,1.3,13.2
0.6747,0.802631,0.930938,1.9,18.1
0.802783,0.932519,1.048741,1.8,21.1
0.833948,0.961543,1.072099,2.3,25.1
0.683239,0.827187,0.963298,1.6,18
0.703549,0.875916,0.99404,3.5,36.7
0.546102,0.711804,0.871555,1.3,12.9
0.546232,0.686013,0.850133,1.7,19.4
0.599524,0.737992,0.89676,2.6,32.7
0.80283,0.918685,1.033811,1.8,15.7
0.761674,0.894325,1.025065,1.4,14.5
0.64907,0.815754,0.945948,1.5,12.9
0.682428,0.833043,1.004744,1.1,7.6
0.724135,0.854673,0.991013,1.3,12.7
0.754743,0.895437,1.036088,1.6,13.9
0.82001,0.937482,1.052141,1.8,14.5
0.587377,0.750992,0.955987,1.9,23.2
0.54416,0.703152,0.85184,1.8,19
0.619416,0.759325,0.892359,3.4,37.1
0.558432,0.70961,0.856459,2.4,24.3
0.521383,0.663085,0.82538,1.3,9.8
0.636825,0.783086,0.955868,1.6,15.9
0.531007,0.668557,0.807804,1.3,11.4
0.619182,0.783519,0.917581,1.6,14.4
0.811097,0.925797,1.029135,2,20.3
0.720938,0.853456,0.980762,1.4,15.1
0.612445,0.739298,0.901929,2.6,23
0.589508,0.734683,0.883711,1.4,12.7
0.555215,0.696259,0.860833,1.4,12.6
0.619913,0.756476,0.900695,1.4,14.5
0.687619,0.816581,0.937402,1.7,17
0.684096,0.843029,0.997631,2.3,26
0.830257,0.974488,1.106948,3.9,25.1
0.507143,0.638086,0.782155,1.5,14.9
0.572756,0.724371,0.917879,1.5,11.6
0.657149,0.813318,0.986505,2.8,28.5
0.6264,0.740128,0.9004,3.5,34.7
0.694035,0.796903,0.932276,0.9,9.8
0.593979,0.721884,0.88898,2.1,16.1
0.788166,0.961544,1.107348,3,31.2
0.517256,0.683414,0.828269,2.3,27.7
0.674443,0.822201,0.955976,1.3,13.5
0.722963,0.867092,0.998653,2,20
0.810118,0.937976,1.058249,1.8,17.7
0.70942,0.829162,0.950557,1.8,15.4
0.777154,0.905631,1.023237,2.1,20
0.588357,0.713409,0.879824,1.7,13.6
0.633939,0.79012,0.944953,1.4,14.1
0.790699,0.923601,1.044489,1.6,15.8
0.59599,0.711232,0.841396,1.8,18.2
0.628499,0.762306,0.904406,1.8,7
0.612237,0.767553,0.929322,1.9,16.3
0.656659,0.813709,0.970221,2,18.4
0.583576,0.69777,0.867132,2.4,18.6
0.839075,0.965087,1.074686,2,19.7
0.625231,0.738191,0.867867,1.7,17.3
0.615283,0.718492,0.86371,2.2,17.2
0.656977,0.831743,1.002571,1.6,14.5
0.806107,0.957381,1.102851,3.5,35.8
0.675082,0.842009,1.022537,2.5,20.9
0.658665,0.819634,0.98358,1.7,15.5
0.545756,0.699879,0.870243,2.2,22.5
0.677893,0.792739,0.916988,2,19.4
0.554946,0.688805,0.833804,1.3,11.8
0.58569,0.707529,0.859189,1.9,16
0.568759,0.692138,0.844389,3.5,31.9
0.482088,0.601952,0.767501,1.8,14.1
0.484155,0.612768,0.787651,1.2,11.1
0.491556,0.628685,0.818801,0.6,6.3
0.639917,0.806177,0.994503,2.7,22.5
0.536111,0.675268,0.807821,2.7,23.7
0.65889,0.800487,0.954423,2.8,21.8
0.745213,0.868125,0.990439,1.3,9.6
0.614061,0.737608,0.900952,1.5,13.1
0.649572,0.773345,0.907325,1.5,14.6
0.795964,0.937182,1.061696,1.8,16.9
0.741074,0.874778,1.009437,1.9,15.2
0.796474,0.927016,1.047278,1.7,15.4
0.664708,0.805579,0.945081,1.7,16.1
0.719843,0.847243,0.962097,1.6,15.7
0.671159,0.787544,0.930864,2.5,18.9
0.723806,0.864166,1.013138,1.2,9.8
0.742329,0.870565,0.994993,1.5,13.6
0.792201,0.911011,1.026029,2,18.5
0.662315,0.804026,0.98644,2.1,15.7
0.863779,1.007846,1.142363,1.7,15.6
0.646256,0.778286,0.939232,2.3,20.7
0.683876,0.888166,1.074994,1.1,10.4
0.662162,0.808229,0.940607,2.4,23.6
0.746837,0.883184,1.020495,3.2,32.2
0.797881,0.949576,1.100006,3.6,34.6
0.601189,0.717875,0.858851,4.4,46.3
0.500749,0.642095,0.813589,1.2,17.4
0.59762,0.700907,0.860519,1.9,7.4
0.658789,0.790242,0.933567,3.2,32.5
0.813798,0.92947,1.035449,3.5,34.2
0.655114,0.778677,0.912481,1.9,16.7
0.662557,0.75527,0.852262,2.2,18.5
0.697787,0.828639,0.959124,1.8,15.6
0.563807,0.668791,0.785431,1.4,13.2
0.686445,0.811003,0.933336,3.8,33.7
0.622124,0.760167,0.914263,1.9,17.4
0.698681,0.842115,1.001411,1.5,11.6
0.679199,0.802235,0.932797,1.8,16.7
0.587211,0.737924,0.887291,4,34.5
0.609473,0.772997,0.943759,1.3,11.1
0.542279,0.640346,0.780419,3.5,26.1
0.543946,0.704425,0.882918,1.5,12.7
0.598146,0.729625,0.894951,1.9,15.2
0.752558,0.871052,0.955575,5.6,63.9
0.645546,0.781678,0.912048,2.7,30.7
0.717592,0.851273,0.973531,1.5,15
0.757568,0.891402,1.006734,1.7,18.4
0.741063,0.866521,0.986603,2,18.5
0.779973,0.909172,1.025729,1.7,17
0.622827,0.717203,0.840618,1.9,13.8
0.669244,0.788137,0.927242,1.7,15.7
0.766975,0.903313,1.030745,1.8,16.2
0.811403,0.938535,1.049217,2,18.3
0.686943,0.819529,0.937775,2.1,19.5
0.643313,0.773725,0.926748,1.4,11.5
0.705508,0.83902,0.968565,1.6,14.2
0.653158,0.803696,0.964953,1.7,13.5
0.477752,0.62461,0.796236,1.6,13.7
0.562027,0.700599,0.862072,1.9,15.9
0.617219,0.750146,0.902855,2.4,20.4
0.624429,0.777925,0.938776,1.9,19
0.548311,0.665428,0.841753,1.3,8.9
0.738903,0.868973,0.999853,1.9,18.7
0.661327,0.803854,0.949388,1.8,17.1
0.71734,0.848398,0.974,2.1,21
0.775079,0.903919,1.026698,1.8,15.9
0.793061,0.91765,1.038152,2,18.6
0.881659,1.009584,1.111642,1.6,14.9
0.867028,0.971574,1.067785,2.5,27.4
0.557875,0.644057,0.764277,2.1,10.1
0.723045,0.855078,0.981396,1.5,14
0.799335,0.925322,1.039448,2,18.7
0.792706,0.909518,1.005974,2,20.4
0.69486,0.837596,0.975404,1.4,13.7
0.70518,0.85566,0.987485,5.1,55.8
0.687508,0.808712,0.925569,1.1,9.5
0.791101,0.907813,1.017072,2.1,21.1
0.496377,0.6231,0.79457,1.3,9.5
0.837868,0.922249,1.013859,2.3,22.3
0.690218,0.832983,0.968032,1.4,12.5
0.762222,0.902104,1.008166,4.2,47.5
0.704541,0.841773,0.97421,1.5,14.8
0.713516,0.853673,0.987793,2,18.3
0.773066,0.900552,1.024535,1.7,15.5
0.790209,0.88344,0.963019,2.2,19.3
0.722575,0.846981,0.973125,2.1,17.8
0.660084,0.793671,0.94783,1.4,12.1
0.839463,0.961113,1.070891,1.9,18.6
0.809203,0.932419,1.041834,1.9,20.2
0.864683,0.981859,1.084066,2.1,20.5
0.795821,0.920343,1.034358,2.1,19.1
0.834832,0.955428,1.063232,2.1,21
0.916434,1.021179,1.117849,2.4,23.3
0.818956,0.942927,1.05267,2.3,23.5
0.86603,0.977685,1.079421,2.5,24.3
0.774711,0.898207,1.013683,2.3,20.3
0.783921,0.909647,1.021682,2,20.4
0.806444,0.922392,1.020968,4.3,43.7
0.709327,0.836185,0.96546,1.9,15.8
0.766104,0.899717,1.020794,1.7,16.8
0.681027,0.826617,0.962081,3.9,37.7
0.71373,0.848229,0.984206,1.6,14.8
0.760529,0.889483,1.006741,3.5,32.7
0.738035,0.867023,0.997693,1.6,15.1
0.762564,0.889307,1.005803,1.6,16
0.758016,0.886512,1.006008,1.6,16.4
0.792854,0.914173,1.027845,2.1,19.2
0.662507,0.806224,0.949556,1.3,12
0.720786,0.852202,0.98217,1.6,13.9
0.728845,0.854783,0.968683,1.7,17.2
0.638197,0.781261,0.933199,1.1,10.1
0.72398,0.851735,0.986625,1.4,13.1
0.758058,0.891787,1.014208,1.9,18.3
0.613822,0.713597,0.804937,2.4,18.4
0.748105,0.859387,0.959745,3.3,30.6
0.803529,0.930815,1.041559,2.2,19.3
0.75442,0.889687,0.997504,3.7,42.6
0.68407,0.827649,0.963125,1.5,14.5
0.718086,0.846558,0.967559,1.8,17.3
0.707176,0.829368,0.938307,4.5,45.3
0.603559,0.746913,0.897576,1.7,17.2
0.668723,0.817904,0.959932,1.6,14.1
0.645249,0.785318,0.925087,1.4,12.7
0.644684,0.7513,0.856671,1.9,15.5
0.786766,0.888049,0.980883,2.3,23
0.561657,0.672291,0.807215,1.2,10.2
0.839474,0.960672,1.062706,1.8,20.3
0.830608,0.958698,1.067213,1.9,19.5
0.677009,0.833914,0.979307,1.6,13.7
0.772024,0.908274,1.027102,1.5,17.6
0.664829,0.805705,0.937945,1.6,13.9
0.750203,0.884499,1.004465,1.7,17.5
0.525501,0.668195,0.843813,1.3,9.8
0.747159,0.875281,1.004881,1.5,15
0.559135,0.724099,0.904133,1.2,9.3
0.634076,0.78987,0.946339,1.4,12.5
0.622484,0.731656,0.863264,2.4,13.7
0.811467,0.908907,1.003224,2.1,20.1
0.672516,0.817795,0.951937,1.7,16.4
0.629773,0.776881,0.942298,1.3,9.7
0.602533,0.756643,0.914262,1.5,13.7
0.709945,0.839967,0.968533,1.8,16.4
0.647552,0.778168,0.90392,1.4,13.1
0.5764,0.729831,0.911731,1.5,14.2
0.700686,0.829747,0.952181,1.5,14.2
0.678726,0.786306,0.890117,1.9,18.9
0.812752,0.931972,1.038001,1.9,19.5
0.729685,0.842839,0.955515,2.2,14.3
0.830893,0.943066,1.041867,2.2,21.8
0.800018,0.918401,1.020065,3.4,11.2
0.555714,0.694502,0.869137,1,7.2
0.767748,0.898686,1.020508,2.1,18.7
0.659141,0.848674,0.988386,1.6,12
0.950815,1.045865,1.128348,3.4,33.3
0.808154,0.954685,1.081187,4.4,48
0.653644,0.800801,0.955639,4,34.3
0.554657,0.740044,0.919127,1.2,17.6
0.795818,0.916091,1.046072,2.1,18.4
0.764063,0.886032,0.988545,2.4,23.4
0.751152,0.870628,0.974952,3.1,32.1
0.822155,0.935795,1.047038,2.4,20.9
0.856329,0.964317,1.056284,2.9,28.4
0.574479,0.711148,0.89272,2,14.6
0.713212,0.842478,0.969144,1.5,12
0.570297,0.697439,0.891187,2.2,17.2
0.67292,0.805905,0.934164,1.8,16.1
0.520121,0.65843,0.794152,1.3,15.8
0.565442,0.667392,0.840861,1.4,12.2
0.57914,0.696392,0.834433,2.5,24
0.466947,0.602195,0.784311,1.4,19.2
0.745244,0.852141,0.956234,1.9,17.3
0.775249,0.901168,1.018493,1.6,15.7
0.552585,0.69619,0.851166,0.8,7.2
0.581472,0.707579,0.862113,1.9,14.5
0.520848,0.64197,0.796535,1.1,9.2
0.627884,0.768653,0.889904,2.4,25.7
0.602231,0.736544,0.897384,0.9,5.8
0.838711,0.989322,1.099258,4.1,59.2
0.635166,0.78693,0.948301,1.1,10
0.621758,0.75024,0.915847,1.2,10.1
0.780111,0.940689,1.061819,2.7,29
0.565732,0.665329,0.761695,0.5,5.1
0.659448,0.779761,0.901638,1.8,15.7
0.693314,0.826043,0.964599,3,29.9
0.618505,0.75115,0.925257,1.1,8.4
0.614384,0.752321,0.928608,0.9,6.1
0.714959,0.86679,1.020315,3.1,28.8
0.661267,0.812097,0.950951,1.6,26.8
0.599795,0.703763,0.81082,1.1,9.8
0.679834,0.803832,0.974752,0.9,9.8
0.778417,0.905642,1.023877,3.7,34.8
0.583531,0.726727,0.877677,2.1,18.8
0.676685,0.837091,0.929584,4.1,54.8
0.81483,0.936526,1.028313,3.7,34.4
0.51763,0.639559,0.760671,0.6,4.4
0.447866,0.543794,0.66097,0.1,1.2
0.620706,0.757541,0.930274,1.9,14.7
0.604606,0.742105,0.898951,1.8,14.2
0.583644,0.692169,0.874845,0.5,5.6
0.484196,0.607155,0.755259,0.6,4.3
0.561195,0.681113,0.810351,1.5,13.6
0.453798,0.608319,0.760423,0.8,7.2
0.672402,0.787332,0.880294,4.4,25.2
0.545947,0.68259,0.832507,0.6,4
0.536187,0.688299,0.829833,1,7.4
0.633656,0.747787,0.87391,1.5,13.2
0.701395,0.801221,0.903162,2.8,24.5
0.679947,0.778978,0.86024,1.3,12.9
0.56938,0.694709,0.811299,1.2,11.3
0.553859,0.673997,0.788048,0.9,8.3
0.569111,0.71055,0.856463,0.9,7
0.676799,0.831568,0.982986,1.6,14.9
0.554999,0.682828,0.829025,0.6,4.5
0.788335,0.903713,1.003522,1.4,13.2
0.644965,0.759571,0.9109,0.8,9.8
0.612697,0.72529,0.818655,2.1,25.6
0.478633,0.617822,0.766588,0.8,5.7
0.534143,0.673558,0.813605,0.8,6.3
0.530214,0.666693,0.817073,0.9,6.1
0.612335,0.714715,0.833748,3.9,32.7
0.654076,0.754298,0.877595,3.1,29.1
0.47892,0.620298,0.778177,0.8,10.6
0.542537,0.668236,0.777163,1.2,13.4
0.798526,0.908228,1.039927,3.8,36.5
0.660689,0.773042,0.8653,1.7,15.2
0.562033,0.688775,0.795538,3.4,44.5
0.644143,0.759229,0.866971,0.9,6.3
0.705101,0.829131,0.919433,2.2,36
0.539775,0.676788,0.838469,1.1,9.9
0.568639,0.693831,0.78908,1.4,13.6
0.730782,0.835145,0.921729,1.2,10.9
0.578159,0.709275,0.810286,1.6,18.2
0.581852,0.754863,0.92536,2,21.7
0.543226,0.653842,0.748682,1.3,15.4
0.614394,0.761759,0.902888,1.5,14.3
0.784032,0.88887,0.989596,1.4,13.1
0.583642,0.721392,0.925412,1.1,7.3
0.602376,0.725506,0.899342,0.7,9.5
0.61115,0.743131,0.895263,1.1,9.7
0.625939,0.800888,0.95926,0.7,6.1
0.484327,0.621775,0.760979,1,17.8
0.574856,0.727189,0.910575,2.4,17.3
0.617263,0.748491,0.85089,1.8,17.3
0.508054,0.589216,0.685051,1.5,14.1
0.506052,0.625546,0.738362,0.7,8.6
0.659667,0.799685,0.962076,1.5,14.1
0.718404,0.840953,0.964649,2.2,25.4
0.489342,0.577768,0.673695,1.7,11.5
0.769039,0.870499,0.962451,1.7,17.4
0.679388,0.839307,0.982505,1.3,14
0.493458,0.584018,0.680356,1.8,15.9
0.894849,0.970995,1.027126,2.5,24.3
0.85245,0.942871,1.009225,1.1,11.3
0.596537,0.734152,0.877551,1.6,18.5
0.912515,1.000086,1.065814,1.4,13.4
0.863776,0.964352,1.044347,1.3,13.9
0.896553,0.9823,1.050404,1.8,18.7
0.644717,0.766734,0.900776,2.6,46.3
0.460469,0.601354,0.747787,0.7,5.4
0.483448,0.606546,0.738778,0.7,5.3
0.584802,0.715201,0.866801,0.7,6
0.621255,0.770266,0.941368,0.9,6
0.729182,0.850635,0.955397,1.1,8.4
0.714761,0.827482,0.926683,1.4,12.7
0.653486,0.814022,1.010481,1.8,16
0.709543,0.853262,0.990519,1.4,13.8
0.596857,0.74736,0.902321,0.8,7.8
0.719594,0.878996,1.049831,0.8,6.3
0.858826,0.954237,1.030749,2,18.7
0.691108,0.854727,1.000718,1.1,11.7
0.54647,0.649898,0.753396,0.9,7.8
0.745236,0.848526,0.920853,0.7,5.7
0.819703,0.914771,0.982331,1.5,13.5
0.536784,0.67752,0.820212,2.3,23.4
0.782849,0.951838,1.080811,1.7,17.7
0.851384,0.941472,1.006698,3.4,32.7
0.876292,0.969625,1.034679,1.3,14.4
0.517827,0.675231,0.861399,0.9,7.4
0.588193,0.743243,0.905143,4.6,39.8
0.557362,0.699769,0.834136,0.9,7.6
0.615381,0.736113,0.842639,1.1,8.9
0.667819,0.814996,0.988592,1.7,17.5
0.606267,0.745373,0.868367,2.1,24.5
0.539561,0.693819,0.837045,0.9,8.1
0.532126,0.655464,0.796698,1.8,17.8
0.916898,0.973695,1.033864,2,18.8
0.984418,1.054443,1.10646,1.7,19.8
0.730294,0.828692,0.921237,2.1,19
0.548633,0.703593,0.836784,0.9,10
0.714978,0.816048,0.922282,1.3,12.8
0.964766,1.06121,1.141414,2.2,23.2
0.865021,0.955999,1.029331,2.3,21.1
0.729738,0.871469,1.001792,1.6,17.5
0.754927,0.93367,1.083955,3.2,31.2
0.663319,0.81588,0.949981,1.5,12.8
0.802987,0.936736,1.047922,1.2,13.1
0.660895,0.816156,0.967921,1.7,15.6
0.499014,0.652837,0.796485,0.8,8.3
0.694816,0.818542,0.928154,2.1,22.7
0.52209,0.657543,0.773432,1.5,11.8
0.673067,0.806464,0.951003,1.5,12.4
0.645005,0.719319,0.79185,1.1,3.7
0.76507,0.887007,0.988735,1,10.9
0.592814,0.758427,0.954618,0.8,6.7
0.770991,0.888778,0.979704,1.8,19.1
0.728444,0.836359,0.958885,1.3,12.6
0.763026,0.900381,1.033981,1.3,13
0.523439,0.677393,0.824629,0.5,3.8
0.788683,0.881666,0.983404,1.9,16.2
0.882566,0.961673,1.035483,1.4,14.6
0.687424,0.809208,0.915193,2.7,22.8
0.780524,0.881056,0.967755,3.1,42.1
0.655797,0.766966,0.891699,1.7,16.2
0.614094,0.74487,0.867362,4,54.8
0.710521,0.8358,0.966239,1,9.5
0.939188,1.018396,1.089696,1.7,18.6
0.936819,1.033154,1.11539,1.9,20.4
0.809591,0.907683,0.984188,3.7,36.5
0.897472,0.987462,1.059799,2.1,20.9
0.661992,0.846884,1.013544,2.7,38.7
0.58501,0.710799,0.892243,1.7,15
0.604689,0.743809,0.898909,2,18.2
0.848385,0.934977,1.022509,1.6,21.1
0.706843,0.849604,1.01175,1.3,12.1
0.710568,0.812326,0.9521,1.6,12.2
0.717641,0.858221,0.978874,3.4,33.5
0.674901,0.774771,0.921155,1.7,15.1
0.539901,0.654295,0.766268,1.3,14.4
0.551055,0.698645,0.867023,1.4,16.2
0.598632,0.730454,0.858669,1.7,24.2
0.923181,1.080842,1.177309,11.3,138.4
0.895286,0.996638,1.091652,1.8,17.8
0.731724,0.878783,1.024769,2.2,21.1
0.556413,0.704712,0.853591,1.2,11.8
0.412196,0.539832,0.712038,1.8,24.3
0.502628,0.650336,0.827616,0.7,10.2
0.810938,0.906012,0.994155,2,20.7
0.851746,0.94986,1.044537,1.7,17
0.801689,0.920745,1.027754,2.4,33.5
0.683294,0.826685,0.969148,1.1,11.1
0.518809,0.645896,0.792487,0.8,10.1
0.704217,0.850002,0.967393,2.3,22.9
0.582924,0.728164,0.876657,2.7,27.9
0.632249,0.769863,0.88704,2.9,32.1
0.648007,0.782788,0.901908,2.2,24.6
0.489617,0.626615,0.839324,0.2,3.4
0.525124,0.699971,0.871979,1,9.2
0.643597,0.813993,0.96388,1.6,14.4
0.849021,0.955362,1.053526,2.1,22.4
0.763408,0.876917,1.003218,1.3,14.4
0.918378,1.009168,1.114178,1.6,15.6
0.835438,0.939633,1.043374,1.7,16.9
0.910939,1.006104,1.091516,1.5,16.7
0.60219,0.741667,0.928796,1.2,11.2
0.559054,0.720258,0.924098,1,8.9
0.778674,0.86136,0.938997,1.8,15.1
0.544291,0.683985,0.854848,2.8,30.6
0.607369,0.754822,0.935358,1.9,21.3
0.704873,0.838895,0.964618,1.5,15.4
0.723528,0.821532,0.933807,3.2,27.7
0.626016,0.762029,0.897303,1.8,25.6
0.462957,0.59831,0.724803,0.7,5.2
0.604777,0.693635,0.838045,1.8,12.7
0.654019,0.790202,0.954846,1.6,12.9
0.708089,0.828598,0.935116,1.5,14.9
0.676691,0.83453,1.002229,1.4,11.2
0.668225,0.79051,0.919085,1.1,9.5
0.658988,0.777713,0.911833,1.4,13.4
0.71332,0.843831,0.982365,1.4,13
0.817016,0.938965,1.044946,1.9,21.7
0.754507,0.876683,0.99233,2,19.4
0.807605,0.928438,1.033515,1.9,21
0.685968,0.827699,0.974334,5.2,54.3
0.6453,0.765265,0.911525,2.3,19.7
0.625519,0.733196,0.871034,3,24.4
0.545763,0.667759,0.851102,1.9,13.5
0.48732,0.603302,0.793346,2.1,14.9
0.433028,0.565043,0.711397,0.4,3
0.509373,0.640391,0.807916,1.4,10.9
0.496666,0.645569,0.812585,1.3,13
0.535778,0.633542,0.749413,0.6,6.8
0.595306,0.754809,0.893539,2.1,22.9
0.541685,0.643849,0.785845,2.5,37.7
0.893437,0.987041,1.0638,4,31.1
0.716969,0.847842,0.956536,3,40.2
0.599171,0.758276,0.902122,1.9,17.3
0.543108,0.670668,0.847147,2.3,16
0.763349,0.888265,1.008912,4.9,50.3
0.455741,0.592309,0.731268,0.5,4.2
0.623576,0.772267,0.927823,3.1,27.5
0.691099,0.832515,0.951624,2.1,20
0.719783,0.865341,0.993194,3.4,35.2
0.647747,0.818467,1.001845,1.2,19.3
0.648789,0.792167,0.921741,3,38.4
0.815324,0.965833,1.09137,6.5,66.7
0.747777,0.899167,0.980659,5.1,62.2
0.667447,0.829884,1.008935,3.3,30.7
0.527462,0.626791,0.775782,1.5,13.8
0.60209,0.734209,0.854803,1.2,16
0.599984,0.716748,0.853285,1,14
0.527607,0.634896,0.742387,1,19.5
0.590981,0.732454,0.891458,0.7,5.8
0.445653,0.55601,0.721006,0.1,1.1
0.679857,0.82761,0.947683,3,37.4
0.605433,0.806074,0.919236,1.9,27
0.482903,0.592573,0.695488,0.6,9.4
0.770986,0.896429,0.979519,3.2,53.2
0.671371,0.822417,0.978404,3.4,37.4
0.644682,0.791748,0.904094,4.8,46.3
0.501943,0.637362,0.805326,1,8.2
0.587139,0.741385,0.882577,3.1,35.4
0.530796,0.642408,0.759359,0.5,10.6
0.439996,0.535122,0.641658,0.4,7.4
0.771286,0.901285,0.988421,4.7,46.3
0.687274,0.786765,0.853102,1.2,25.5
0.579438,0.700744,0.816044,1.4,20.3
0.58289,0.698967,0.814277,0.8,15.4
0.644016,0.789241,0.895088,4.2,54.2
0.647185,0.762262,0.8578,1.1,15.6
0.698399,0.844657,0.965532,2.9,30.8
0.604734,0.731278,0.852304,1.2,16.4
0.60563,0.73819,0.849554,1.8,26.8
0.757176,0.878106,0.999662,2.8,26
0.494742,0.577404,0.629016,1.9,24.9
0.530971,0.660157,0.801091,2,20.1
0.631523,0.77436,0.896592,3.2,34.3
0.51957,0.643579,0.790594,1.3,15.4
0.514269,0.63766,0.784385,1.5,18.8
0.676168,0.833754,0.970043,4,63
0.628327,0.769226,0.891561,3.5,38.6
0.615075,0.753473,0.890313,1.4,15.4
0.533402,0.651548,0.789588,0.7,9.9
0.544571,0.680557,0.821562,2,16.7
0.830454,0.976623,1.084737,4.1,65.5
0.563042,0.676469,0.774361,1,21.5
0.686119,0.794037,0.887722,1.4,12.3
0.81667,0.917894,1.003477,1.8,31.2
0.470956,0.598218,0.753248,0.5,6.3
0.645891,0.791192,0.931673,1.9,17.6
0.762586,0.889844,0.982919,6.1,55.7
0.772741,0.889243,0.966505,3.3,58.9
0.757195,0.920101,1.034075,5,55.6
0.440612,0.588459,0.738681,1,8.8
0.605984,0.74002,0.864862,1.4,17.8
0.510333,0.647141,0.803769,1,10.8
0.694071,0.799831,0.905434,2.3,22.3
0.551893,0.68084,0.78679,1,11.8
0.595012,0.709381,0.84358,1.5,13.5
0.597465,0.736879,0.888402,1.6,11.3
0.433647,0.521762,0.639975,1,3.1
0.561946,0.667284,0.797252,1.4,5.9
0.390255,0.474397,0.54882,2,24.3
0.402619,0.509282,0.622024,0.9,10
0.252173,0.319076,0.38817,0.8,11.1
0.692827,0.874045,1.041053,0.6,5.7
0.666413,1.005285,1.174214,1.3,10.8
0.716201,0.964123,1.140308,1.2,11.7
0.63121,0.771234,0.95486,0.7,7.1
0.327444,0.403676,0.469606,1.5,10.6
0.494414,0.588088,0.710433,1.3,11.8
0.618105,0.782281,0.934532,2,21.9
0.739517,1.039707,1.189495,1.5,11.7
0.688618,0.886818,1.063957,0.9,6.7
0.68464,0.762645,0.859184,1.8,17.1
0.498577,0.605227,0.699021,2.7,23.3
0.448591,0.551679,0.655702,1.6,4.3
0.495536,0.669505,0.81847,1.7,7.2
0.541362,0.677608,0.778992,2.7,26.5
0.664227,0.767137,0.871887,1.1,4
0.398556,0.468973,0.550261,0.7,8.7
0.273431,0.343132,0.428208,0.5,2.8
0.439751,0.531225,0.619432,1.3,16.3
0.425948,0.514876,0.585825,1.6,5.1
0.182021,0.260104,0.319541,1.1,13.8
0.639745,0.718449,0.81522,1.7,14.5
0.704509,1.023998,1.176832,1.4,8.9
0.650559,0.804242,0.909008,1.7,12.3
0.499024,0.620227,0.73645,1.6,17.8
0.678159,1.006784,1.183185,0.9,6.4
0.493129,0.607345,0.703279,1.9,36.3
0.744232,1.062289,1.203517,1.5,11.2
0.613598,0.689731,0.806162,1,9
