665,560,490,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,clay,sand,silt,oc
0.44683,0.524015,0.658656,7.7,8.11,18.04,190,30.9,1.6,208.2,83,B11,U111,1,31.0,13.0,56.0,16.5
0.597062,0.744764,0.891225,7.4,7.72,17.81,136,12.7,1.6,218.8,69,B16,U111,1,26.0,26.0,47.0,26.4
0.484195,0.542771,0.643838,7.7,8.08,19.5,106,20.4,2.2,299.0,51,B16,U111,1,50.0,2.0,47.0,16.7
0.591748,0.696873,0.814236,7.4,7.73,18.92,44,62.1,2.4,311.7,108,B11,U111,2,31.0,17.0,52.0,22.3
0.623786,0.759657,0.873805,7.2,7.5,23.7,87,179.0,2.6,241.6,65,B16,U111,3,15.0,46.0,38.0,29.8
0.819816,0.953895,1.028781,3.6,4.11,38.3,1,52.8,9.2,161.4,1370,C21,U420,2,8.0,51.0,41.0,162.0
0.662174,0.737839,0.851287,4.1,4.46,30.0,1,14.1,3.6,49.5,1195,C10,U420,1,17.0,19.0,64.0,37.8
0.671749,0.741446,0.794596,7.5,7.72,81.3,217,30.0,3.7,98.1,1224,E20,U370,2,9.0,53.0,38.0,81.8
0.634629,0.751969,0.8646,7.3,7.46,59.2,280,7.1,5.1,262.6,1120,C10,U120,2,24.0,19.0,57.0,65.1
0.714989,0.819222,0.895847,7.0,7.2,79.1,366,13.2,9.6,148.2,983,C10,U420,4,9.0,40.0,51.0,151.1
0.714746,0.751755,0.827893,7.8,8.25,22.7,236,0.0,1.0,22.2,2110,E20,U111,1,10.0,45.0,45.0,8.6
0.665355,0.705115,0.783916,7.5,7.9,22.7,172,45.3,1.6,56.7,966,B82,U111,2,10.0,51.0,40.0,14.2
0.598678,0.666122,0.764422,6.0,6.15,28.1,2,7.7,2.2,30.9,1188,C31,U120,1,17.0,23.0,60.0,22.5
0.645717,0.785563,0.90607,4.5,4.78,25.9,0,12.4,3.1,45.7,1410,C10,U120,1,10.0,38.0,52.0,30.1
0.764212,0.849167,0.973484,4.2,4.51,22.4,0,8.5,3.2,34.1,2396,E20,U111,1,8.0,47.0,45.0,30.2
0.663162,0.750471,0.84713,5.6,5.84,34.1,1,19.0,4.2,41.1,1620,E20,U111,1,15.0,25.0,60.0,37.2
0.621857,0.645222,0.727945,7.2,7.87,14.83,151,6.5,1.2,26.8,1068,C22,U420,2,17.0,26.0,57.0,17.5
0.702816,0.769049,0.869719,7.0,7.22,50.2,13,20.2,2.5,24.6,1471,E20,U111,1,6.0,50.0,44.0,23.1
0.686931,0.756492,0.852649,6.4,6.64,24.3,1,6.6,2.9,55.1,789,C10,U120,2,10.0,45.0,45.0,31.3
0.61677,0.754902,0.876212,3.9,4.38,7.05,1,15.4,2.8,24.1,1315,C10,U420,3,10.0,46.0,45.0,36.3
0.617591,0.665789,0.739963,7.1,7.57,36.1,63,8.2,2.0,11.9,1497,C21,U120,1,14.0,34.0,52.0,33.5
0.694576,0.794511,0.877944,6.2,6.38,59.7,1,42.5,5.4,105.3,1733,E20,U111,1,13.0,23.0,63.0,49.1
0.618412,0.713202,0.841216,5.0,5.5,11.77,0,8.2,1.8,50.5,1939,C23,U120,1,14.0,32.0,54.0,23.6
0.593296,0.672404,0.800341,5.5,5.84,13.05,0,7.9,1.4,31.0,1234,C10,U420,1,13.0,42.0,45.0,14.1
0.534625,0.621668,0.740659,4.7,5.1,15.12,0,12.3,1.8,23.2,2024,E10,U111,1,13.0,37.0,50.0,17.3
0.516591,0.650419,0.811762,5.8,6.11,13.76,1,45.9,1.0,67.6,135,E30,U112,1,25.0,13.0,63.0,7.3
0.434464,0.508627,0.661846,7.1,7.5,38.7,114,8.3,1.8,188.4,234,B74,U111,1,28.0,10.0,62.0,12.8
0.454229,0.554911,0.725245,7.5,7.91,20.6,94,9.2,1.3,162.0,212,E30,U112,1,43.0,9.0,49.0,9.7
0.54339,0.63291,0.798328,7.3,7.6,44.9,60,161.4,1.5,251.9,420,B82,U111,1,23.0,30.0,47.0,9.4
0.508452,0.612561,0.746282,6.7,7.14,54.8,18,12.7,2.3,161.2,461,C10,U120,3,27.0,20.0,53.0,23.7
0.613827,0.70647,0.826427,7.3,7.67,29.0,146,15.4,1.9,177.4,302,E30,U111,1,18.0,43.0,39.0,15.3
0.636689,0.745626,0.888461,6.6,6.7,36.4,2,6.6,2.2,42.4,424,C10,U120,1,20.0,23.0,57.0,22.9
0.54858,0.674807,0.837669,6.4,6.57,23.2,2,0.0,2.3,46.8,704,C10,U120,1,26.0,13.0,61.0,21.2
0.612297,0.724846,0.856595,5.5,5.79,43.4,1,8.6,3.5,64.1,547,C10,U120,1,21.0,15.0,64.0,40.0
0.487236,0.573156,0.716204,5.5,5.82,28.1,0,6.0,1.6,22.8,745,C10,U420,3,22.0,21.0,58.0,22.1
0.412928,0.47735,0.600928,7.5,8.13,18.98,331,12.6,1.1,152.8,309,E10,U410,1,19.0,25.0,57.0,10.0
0.583491,0.670954,0.768732,7.1,7.4,37.4,177,7.8,3.3,232.0,292,C10,U120,1,23.0,18.0,59.0,36.2
0.46856,0.538425,0.660103,7.5,7.82,32.1,272,6.8,1.6,94.2,436,B52,U111,1,28.0,15.0,57.0,15.7
0.504546,0.565397,0.676015,7.5,7.93,34.7,222,17.7,1.5,423.5,254,B52,U111,1,43.0,7.0,51.0,10.0
0.701818,0.855701,0.984354,6.4,6.56,37.6,1,9.4,3.6,63.9,362,E10,U111,1,24.0,14.0,62.0,33.3
0.555729,0.689902,0.81456,5.0,5.17,45.2,1,13.8,3.9,132.5,1022,C10,U120,3,22.0,22.0,57.0,41.0
0.702903,0.84379,0.964836,6.3,6.4,78.1,5,6.7,7.1,111.9,1113,E20,U111,3,21.0,17.0,63.0,70.7
0.692186,0.815584,0.948373,7.2,7.69,16.6,10,17.8,0.7,141.3,1082,E10,U111,3,29.0,26.0,45.0,5.2
0.686298,0.807914,0.894725,6.5,6.63,138.9,19,16.2,7.7,299.1,1415,C10,U120,3,18.0,24.0,58.0,100.2
0.550741,0.674062,0.803317,5.2,5.39,49.3,1,10.1,5.5,288.3,1501,E20,U111,2,25.0,15.0,60.0,50.4
0.601566,0.755471,0.889109,3.7,3.86,26.8,1,15.1,5.0,52.7,1297,C33,U120,1,22.0,20.0,58.0,68.6
0.62933,0.70476,0.806214,7.1,7.58,21.6,13,10.1,2.0,224.7,46,B33,U111,1,42.0,13.0,45.0,15.2
0.43643,0.506494,0.657745,7.6,8.05,18.49,165,5.4,1.2,137.1,64,B33,U111,1,45.0,6.0,50.0,11.4
0.537058,0.657985,0.833215,5.4,5.7,27.4,1,0.0,1.7,49.9,426,C10,U120,1,21.0,38.0,42.0,18.5
0.614186,0.674608,0.761034,7.5,7.86,27.4,72,20.9,1.9,339.0,59,B22,U111,1,44.0,13.0,43.0,18.2
0.470935,0.567708,0.693487,7.5,7.96,26.0,162,5.3,1.3,86.3,69,B16,U111,1,20.0,17.0,63.0,18.9
0.511285,0.598285,0.697845,7.6,7.93,26.4,640,19.2,3.1,248.3,1504,E20,U111,3,17.0,40.0,43.0,33.5
0.743122,0.88378,0.97989,5.4,5.84,17.43,2,11.6,8.2,236.4,1389,E20,U111,2,25.0,13.0,63.0,79.4
0.755537,0.870668,0.945539,6.4,6.5,90.8,17,44.3,8.9,195.1,1144,E20,U111,1,21.0,20.0,58.0,75.3
0.46436,0.548704,0.709373,7.4,7.82,21.6,185,7.7,1.4,120.2,76,B16,U111,1,37.0,9.0,53.0,10.5
0.732374,0.896815,1.016091,5.6,5.79,115.9,20,34.0,9.6,208.9,1569,C21,U120,1,14.0,28.0,58.0,146.9
1.068992,1.232306,1.269892,4.6,5.09,213.0,0,159.6,26.1,690.9,1280,C21,U120,1,4.0,65.0,31.0,457.9
0.852149,0.982877,1.080728,6.8,7.11,27.4,23,49.4,8.1,143.8,1180,E20,U111,1,17.0,23.0,60.0,78.4
0.849968,0.99701,1.104379,6.7,6.85,51.1,3,57.9,4.7,309.7,559,E20,U111,1,25.0,16.0,59.0,46.5
0.530831,0.64351,0.777748,7.2,7.75,17.13,81,50.5,1.1,124.3,69,B16,U111,1,18.0,41.0,41.0,13.0
0.557415,0.668724,0.791753,7.5,8.03,18.05,290,19.2,0.6,121.6,97,B55,U111,1,11.0,63.0,26.0,36.2
0.681683,0.770216,0.838133,7.2,7.4,58.1,55,10.3,3.2,109.2,965,C10,U120,3,16.0,47.0,38.0,34.9
0.58462,0.682481,0.761029,7.7,7.99,51.7,352,5.9,2.5,58.5,185,C10,U420,4,13.0,38.0,49.0,56.6
1.078541,1.203559,1.234402,5.2,5.47,229.0,1,102.5,22.9,467.3,1078,C33,U420,1,4.0,70.0,25.0,452.0
0.755822,0.865105,0.960289,6.3,6.36,89.2,5,9.0,6.2,368.2,1395,E20,U111,1,33.0,11.0,56.0,57.4
0.844991,0.989549,1.087198,6.7,6.92,132.3,6,10.6,7.9,228.9,1205,C10,U420,1,20.0,22.0,58.0,128.4
1.053663,1.243377,1.271046,3.9,4.53,137.7,2,167.1,20.5,439.4,1214,C21,U120,1,5.0,54.0,40.0,490.5
0.6059,0.732478,0.840157,7.0,7.22,94.6,76,9.5,5.5,49.7,1504,E20,U111,1,17.0,17.0,66.0,59.7
0.622932,0.772796,0.882016,6.7,7.03,67.4,12,10.0,4.1,230.8,1167,C33,U420,1,22.0,18.0,60.0,36.4
0.741843,0.835195,0.927653,7.2,7.45,52.8,160,115.1,3.5,528.0,1053,E20,U420,1,20.0,30.0,50.0,37.5
1.050857,1.206608,1.242774,4.7,4.79,405.0,0,165.2,23.6,575.6,856,C33,U420,3,6.0,55.0,40.0,464.3
0.490181,0.590142,0.76212,7.4,7.71,35.1,143,28.0,1.9,226.7,53,C10,U120,1,37.0,12.0,51.0,19.2
0.563649,0.691883,0.822159,7.2,7.45,32.5,3,50.0,1.7,245.2,129,B11,U111,4,18.0,51.0,31.0,12.9
0.428182,0.56244,0.732095,4.0,4.1,24.7,0,14.7,2.2,62.3,1372,C10,U120,1,25.0,23.0,53.0,27.9
0.580028,0.708059,0.825665,4.5,4.68,84.7,1,13.5,5.2,168.1,1156,C10,U120,3,27.0,14.0,59.0,65.5
0.711694,0.834284,0.914055,7.0,7.18,78.8,301,14.8,6.1,88.5,807,C10,U420,4,14.0,43.0,43.0,83.3
0.615412,0.737119,0.852364,7.1,7.24,58.8,49,8.6,4.4,53.3,425,B71,U113,1,15.0,26.0,59.0,59.3
0.665243,0.824474,0.964003,4.6,4.9,34.3,1,9.1,5.3,57.9,1114,C33,U120,1,23.0,6.0,71.0,66.3
0.511286,0.614721,0.752243,7.7,8.18,21.4,217,21.6,1.2,59.3,140,E30,U112,2,18.0,34.0,47.0,37.9
0.543064,0.648584,0.723515,7.4,7.65,54.0,262,7.1,2.4,57.5,1116,C33,U420,1,12.0,42.0,46.0,103.9
0.666845,0.753919,0.858459,7.1,7.28,54.6,10,11.3,3.3,84.5,1013,E20,U111,3,12.0,33.0,55.0,34.3
0.594706,0.737083,0.876487,5.5,5.73,44.5,3,8.3,3.8,122.8,981,C10,U120,2,25.0,20.0,56.0,41.9
0.601133,0.713949,0.813239,7.0,7.37,20.2,54,69.4,1.5,300.2,243,E30,U112,1,9.0,40.0,51.0,17.8
0.721515,0.89578,0.999843,6.2,6.28,126.9,13,47.7,10.5,348.3,1467,C33,U120,2,9.0,51.0,40.0,234.3
0.531784,0.659521,0.78276,7.2,7.46,67.4,141,76.4,2.6,380.0,611,B71,U111,1,17.0,36.0,46.0,45.1
0.565965,0.701942,0.816702,4.7,5.02,79.4,2,47.4,4.3,248.6,1282,C33,U120,4,9.0,54.0,37.0,81.2
0.626329,0.770439,0.8985,4.6,5.03,12.63,1,11.2,3.4,154.9,1545,C21,U120,2,19.0,36.0,45.0,50.5
0.596308,0.736436,0.848183,4.2,4.69,7.34,1,9.1,2.0,98.4,1393,C31,U120,2,16.0,51.0,33.0,46.0
0.717811,0.879906,0.956455,4.1,4.57,14.57,0,31.1,4.5,98.4,1530,C21,U120,2,9.0,61.0,30.0,110.1
0.570354,0.710345,0.821625,4.3,4.77,9.14,0,9.3,1.8,193.3,1499,C21,U120,2,7.0,66.0,27.0,33.0
0.547022,0.677994,0.781171,4.5,5.11,5.51,1,7.9,1.1,72.6,1076,C22,U120,2,6.0,77.0,18.0,21.2
0.619866,0.78355,0.891681,5.0,5.48,12.88,1,23.7,4.3,455.7,871,C23,U120,1,9.0,48.0,44.0,46.1
0.85194,1.010321,1.081509,4.3,4.73,41.6,2,99.0,12.7,505.4,1327,C22,U120,3,4.0,75.0,21.0,375.0
0.691391,0.80766,0.916391,4.3,4.78,19.0,0,27.8,5.2,257.0,1329,C21,U120,2,14.0,45.0,41.0,60.4
0.599697,0.711268,0.826211,6.3,6.44,28.6,2,7.1,2.1,57.5,1296,E20,U361,1,11.0,51.0,38.0,28.2
0.669945,0.784534,0.8693,5.4,5.79,7.98,0,9.7,2.7,115.8,1159,C21,U120,4,13.0,50.0,38.0,45.5
0.785853,0.920908,1.039654,5.4,5.73,16.92,0,5.6,7.4,144.1,1573,E10,U111,1,32.0,17.0,51.0,75.9
0.634637,0.795698,0.926378,4.0,4.46,15.62,0,20.0,5.0,128.4,1184,C22,U120,2,11.0,49.0,40.0,121.0
0.468105,0.57249,0.683506,3.8,4.12,16.72,0,0.0,1.3,144.0,1504,C21,U120,2,21.0,41.0,38.0,24.3
0.538999,0.680457,0.812538,7.6,8.06,26.4,98,66.5,2.4,434.3,298,B82,U111,2,23.0,28.0,50.0,44.4
0.622933,0.778122,0.900486,5.5,5.67,83.3,1,19.9,7.3,155.9,1475,E20,U111,2,17.0,16.0,67.0,61.1
0.624561,0.778657,0.928857,4.7,4.94,67.4,0,11.5,5.0,135.0,1086,D20,U120,1,27.0,10.0,63.0,51.5
0.711716,0.865722,0.994528,6.5,6.98,24.6,15,8.4,4.0,200.9,1301,C33,U120,1,21.0,32.0,47.0,59.8
0.545896,0.650343,0.745877,7.2,7.38,58.0,478,123.2,4.7,338.5,427,C10,U420,2,16.0,40.0,43.0,64.4
0.628498,0.773495,0.903888,6.3,6.46,83.7,3,38.3,5.9,274.6,795,C10,U120,1,12.0,38.0,50.0,63.6
0.747681,0.934429,1.040879,6.7,6.88,72.3,127,15.6,6.3,182.5,1085,C21,U120,2,22.0,23.0,55.0,74.7
0.738651,0.856565,0.958995,7.2,7.6,48.2,184,9.8,2.4,118.6,1522,C21,U120,1,17.0,38.0,44.0,36.2
0.646911,0.829872,0.944718,6.5,6.68,20.0,1,5.4,3.5,114.7,1127,C31,U120,1,15.0,29.0,56.0,37.5
0.730378,0.870464,0.943081,6.9,7.27,277.0,20,50.3,21.3,246.2,1131,E10,U370,1,7.0,52.0,42.0,374.5
0.719464,0.860789,0.964622,6.3,6.56,93.3,33,13.1,5.2,248.0,1082,C10,U120,2,24.0,27.0,50.0,67.0
0.880365,1.050558,1.114248,6.3,6.52,259.0,385,79.3,14.1,179.2,866,C31,U120,1,6.0,55.0,40.0,316.5
0.731353,0.833766,0.920122,7.0,7.33,14.31,10,43.5,1.5,132.7,311,E20,U370,1,8.0,66.0,26.0,12.0
0.619477,0.771516,0.926023,6.2,6.42,40.4,1,8.1,4.7,288.2,1365,C21,U120,4,20.0,16.0,65.0,59.9
0.606074,0.740453,0.845093,7.1,7.28,20.3,170,24.9,3.7,103.8,495,E20,U111,1,22.0,20.0,57.0,89.6
0.813386,0.958973,1.073225,5.9,6.0,90.3,3,14.9,8.4,372.9,1513,E10,U111,1,20.0,26.0,54.0,105.6
0.640589,0.794548,0.918226,5.6,5.74,67.0,1,12.2,6.9,124.7,1495,E20,U111,2,20.0,24.0,56.0,67.7
0.697089,0.838498,0.95656,3.9,4.13,48.7,1,30.2,5.0,120.9,396,C10,U120,1,11.0,40.0,49.0,62.5
0.530161,0.654798,0.830521,5.0,5.18,28.3,0,27.0,1.9,72.9,273,C10,U120,1,17.0,37.0,46.0,18.7
0.616853,0.745414,0.874692,3.8,4.09,39.9,0,18.1,4.3,91.2,365,C10,U120,1,19.0,17.0,63.0,57.4
0.718152,0.858807,0.950343,4.2,4.38,85.5,0,59.3,5.6,242.0,1211,C21,U120,2,10.0,44.0,46.0,89.9
0.629733,0.750147,0.879513,6.7,7.03,26.9,2,51.3,1.6,156.5,448,B82,U111,1,16.0,36.0,47.0,15.1
0.584256,0.677153,0.790135,7.1,7.45,44.4,5,28.9,2.1,107.9,299,B71,U111,1,13.0,35.0,52.0,19.6
0.476652,0.611158,0.762541,5.5,5.84,15.27,1,0.0,1.3,61.3,1446,C21,U120,1,20.0,33.0,47.0,16.6
0.538026,0.650748,0.772559,4.5,4.93,9.51,0,0.0,2.0,210.0,1539,C21,U120,1,27.0,25.0,48.0,34.5
0.463892,0.595337,0.777135,4.0,4.14,15.47,0,0.0,1.5,75.8,1548,C21,U120,1,18.0,31.0,51.0,38.7
0.796885,0.93064,1.029353,4.4,4.6,120.3,0,56.0,6.7,251.9,1097,C10,U120,1,11.0,41.0,48.0,79.7
0.478737,0.618541,0.793768,4.6,4.91,27.9,0,8.2,1.6,132.6,613,C10,U120,1,19.0,38.0,43.0,16.0
0.457381,0.557773,0.714153,4.6,5.07,7.44,0,0.0,3.3,163.6,865,C10,U120,1,35.0,13.0,52.0,44.7
0.570492,0.675811,0.812231,7.0,7.19,39.7,33,6.9,4.4,255.9,573,C10,U120,3,33.0,15.0,52.0,46.0
0.681589,0.805883,0.936483,6.3,6.38,111.3,1,21.0,7.9,212.8,299,C10,U120,1,18.0,26.0,56.0,108.5
0.577334,0.657307,0.803849,7.4,7.78,17.22,22,0.0,1.5,174.1,529,B81,U111,3,28.0,16.0,56.0,11.0
0.580978,0.692273,0.858541,5.6,5.76,19.44,1,0.0,1.3,68.4,685,C10,U410,1,13.0,45.0,42.0,12.5
0.418032,0.503896,0.609323,7.8,8.3,16.4,613,9.7,2.3,192.4,839,E10,U111,2,33.0,21.0,45.0,24.0
0.549991,0.633476,0.770241,7.2,7.39,17.77,44,7.6,2.3,224.3,622,B81,U111,3,23.0,20.0,57.0,19.7
0.358119,0.460669,0.583183,7.9,8.33,19.45,559,28.1,1.5,282.3,296,B12,U111,4,48.0,16.0,36.0,17.7
0.366503,0.472338,0.62351,6.4,6.64,14.54,3,0.0,1.7,89.6,798,C10,U120,3,31.0,18.0,52.0,22.0
0.668013,0.742759,0.834894,6.9,7.13,41.4,14,8.2,2.6,77.2,731,C10,U120,4,18.0,38.0,44.0,27.0
0.537177,0.628041,0.756781,5.5,5.86,19.51,0,0.0,1.9,137.3,764,C10,U120,3,35.0,10.0,55.0,15.7
0.544664,0.679276,0.836106,5.3,5.63,15.58,0,0.0,2.0,72.1,574,C10,U120,2,22.0,30.0,47.0,19.9
0.421742,0.485773,0.584139,7.5,7.99,21.4,272,0.0,1.5,82.7,416,C10,U420,2,35.0,17.0,48.0,11.1
0.773136,0.853921,0.899636,6.9,7.22,50.6,209,42.5,12.6,406.1,1036,C10,U120,4,12.0,45.0,44.0,175.4
0.624776,0.723956,0.79509,7.2,7.51,26.3,257,18.4,3.1,317.1,1445,C32,U120,1,21.0,47.0,32.0,51.1
0.535692,0.635562,0.752099,7.1,7.49,29.7,364,14.7,3.3,400.4,305,C10,U420,1,21.0,24.0,54.0,35.9
0.447572,0.526792,0.631647,7.7,8.1,17.05,738,4.6,1.3,107.2,967,B12,U111,1,26.0,36.0,38.0,8.4
0.643454,0.787652,0.893869,5.6,5.87,19.99,1,21.0,2.4,135.1,789,B54,U111,1,19.0,48.0,32.0,25.2
0.48695,0.622544,0.754079,4.7,5.07,12.87,0,9.2,1.3,54.2,680,B55,U111,2,14.0,59.0,27.0,12.2
0.689894,0.819481,0.922152,5.1,5.42,16.16,0,0.0,2.0,113.9,966,C22,U120,4,14.0,58.0,28.0,29.8
0.705517,0.823493,0.933195,5.6,6.0,8.96,0,14.2,2.4,105.0,435,B54,U111,4,11.0,35.0,55.0,27.1
0.683861,0.819775,0.920491,5.8,5.98,11.07,0,39.4,3.0,259.7,458,E10,U111,1,8.0,65.0,27.0,32.2
0.586414,0.679147,0.777259,7.3,7.59,15.13,15,7.5,0.8,517.4,148,B82,U111,3,37.0,24.0,40.0,7.5
0.577451,0.706702,0.866812,6.1,6.22,7.0,1,6.7,2.1,128.3,215,E20,U111,4,18.0,53.0,30.0,20.9
0.576274,0.673522,0.767561,7.3,7.67,51.3,86,49.8,1.6,1502.4,56,B43,U111,3,36.0,29.0,35.0,17.1
0.636227,0.772836,0.89697,5.7,6.02,10.55,0,15.1,3.1,271.9,120,C10,U111,3,14.0,35.0,51.0,46.8
0.498446,0.578053,0.680832,7.3,7.4,9.27,73,0.0,0.1,18.1,45,E20,U420,1,0.0,100.0,0.0,1.6
0.56683,0.677119,0.782586,6.1,6.2,13.49,0,5.6,2.4,169.4,1082,D20,U111,4,18.0,48.0,34.0,22.7
0.716625,0.822419,0.929431,6.2,6.32,47.2,3,3.8,3.7,96.0,993,D10,U420,1,24.0,25.0,52.0,38.1
0.592241,0.697816,0.84444,4.8,5.36,5.6,1,0.0,1.4,115.5,156,C10,U120,3,15.0,55.0,30.0,11.7
0.648723,0.78594,0.887999,5.6,5.92,27.8,0,68.0,2.9,357.8,503,E10,U111,1,25.0,38.0,37.0,35.4
0.742399,0.936635,1.078689,5.8,6.23,15.6,1,57.4,2.4,543.7,433,E30,U111,2,30.0,18.0,52.0,21.8
0.655094,0.862576,1.02791,5.2,5.57,20.8,0,22.9,3.0,488.1,336,E20,U111,3,26.0,16.0,58.0,27.1
0.55788,0.696039,0.798771,4.4,4.93,9.79,1,33.8,1.3,94.1,416,E20,U111,1,12.0,68.0,20.0,11.9
0.6072,0.747741,0.898718,4.9,5.5,6.47,0,9.6,1.8,102.7,539,E20,U111,1,21.0,43.0,36.0,15.3
0.661319,0.800231,0.92737,7.1,7.66,21.9,222,6.5,2.1,108.0,541,E20,U111,1,25.0,21.0,53.0,17.4
0.634234,0.785082,0.904891,5.9,6.14,26.4,0,7.5,2.2,196.5,364,D20,U111,1,13.0,57.0,30.0,26.3
0.597546,0.720118,0.807458,5.9,6.2,30.7,0,4.3,2.2,553.0,348,C10,U120,1,20.0,26.0,55.0,23.3
0.705074,0.8424,0.954158,5.7,6.13,10.29,1,85.7,2.2,266.5,212,D10,U420,1,11.0,61.0,28.0,21.7
0.755766,0.880167,0.964358,6.3,6.62,15.78,2,112.6,2.8,1182.9,273,D10,U420,1,20.0,37.0,43.0,27.4
0.806597,0.920063,0.983279,5.2,5.47,72.2,1,81.7,4.7,611.8,433,C10,U120,1,13.0,47.0,40.0,51.8
0.739939,0.974493,1.116429,6.9,7.21,27.1,28,6.1,2.9,624.1,212,D20,U120,4,32.0,26.0,42.0,28.4
0.639447,0.72924,0.84754,7.1,7.22,59.3,99,7.9,3.5,143.5,582,C10,U120,1,18.0,36.0,46.0,35.7
0.702874,0.809497,0.916589,7.1,7.55,27.5,33,32.3,1.4,153.1,618,E20,U111,1,13.0,56.0,31.0,12.2
0.612832,0.715935,0.873294,7.1,7.38,20.3,16,9.3,1.8,130.2,176,C10,U420,1,13.0,52.0,36.0,18.5
0.489761,0.606605,0.769855,6.2,6.45,22.5,0,6.7,1.7,210.8,414,B82,U111,1,25.0,21.0,54.0,12.0
0.539649,0.649939,0.801188,5.9,6.08,33.3,0,5.2,2.7,339.0,725,C10,U120,2,21.0,34.0,46.0,28.5
0.447188,0.523901,0.662011,7.2,7.55,24.9,61,4.3,1.8,195.4,530,E20,U111,1,27.0,16.0,57.0,16.0
0.558056,0.676296,0.817338,7.1,7.34,32.3,7,6.1,3.0,234.3,526,D10,U420,1,19.0,27.0,54.0,38.9
0.506459,0.597822,0.724116,7.3,7.57,30.8,405,5.8,2.4,222.2,337,B81,U111,1,34.0,15.0,51.0,22.1
0.633087,0.717422,0.834588,7.1,7.43,31.4,111,3.4,2.5,154.8,533,C32,U120,1,26.0,22.0,53.0,43.1
0.515042,0.611151,0.772871,7.5,7.95,24.0,110,9.1,1.1,92.7,388,B52,U111,1,20.0,28.0,52.0,10.0
0.460485,0.54315,0.647637,7.5,7.77,46.6,280,25.7,2.2,206.8,458,E20,U370,1,28.0,13.0,59.0,27.7
0.532341,0.624234,0.786432,7.5,7.87,21.9,77,10.9,2.2,149.3,54,B51,U111,1,45.0,6.0,49.0,15.4
0.492672,0.645282,0.870725,6.6,6.87,8.32,1,4.5,0.6,117.1,92,B82,U111,1,21.0,52.0,27.0,3.7
0.615118,0.683917,0.808828,7.3,7.61,19.0,55,3.1,2.1,110.7,339,C10,U120,1,32.0,16.0,52.0,13.6
0.685,0.770768,0.879665,7.3,7.63,20.0,60,0.0,2.1,90.7,620,C10,U120,2,26.0,26.0,48.0,14.5
0.981272,1.130762,1.200559,6.5,6.94,30.1,24,93.7,13.8,523.4,910,C10,U120,1,11.0,29.0,60.0,149.3
0.49264,0.582574,0.745311,7.3,7.77,15.89,220,4.3,1.2,197.8,161,E20,U111,1,27.0,17.0,56.0,11.5
0.580308,0.699402,0.878824,7.5,7.96,20.1,44,7.6,1.0,207.0,108,B54,U111,1,30.0,44.0,27.0,7.7
0.430885,0.484681,0.624069,7.5,8.03,23.0,355,14.3,1.2,332.9,143,B75,U111,1,43.0,6.0,51.0,7.9
0.540713,0.618716,0.742608,7.2,7.65,17.35,177,7.9,1.3,292.6,604,B51,U111,1,30.0,36.0,34.0,12.4
0.49277,0.568215,0.692335,7.6,7.86,28.6,369,3.1,1.7,190.4,1101,D10,U420,1,26.0,28.0,46.0,19.4
0.745974,0.906621,1.031811,6.8,7.03,34.1,3,6.0,4.2,447.0,1463,E10,U111,2,37.0,12.0,51.0,39.7
0.715418,0.864743,0.978234,7.1,7.31,65.7,124,7.5,4.8,193.2,1512,C22,U420,3,24.0,23.0,52.0,52.2
0.901545,1.048417,1.112021,6.6,6.9,139.5,78,35.3,10.8,336.3,1463,C10,U120,3,14.0,37.0,48.0,192.5
0.479846,0.559456,0.690685,7.5,7.87,29.2,159,7.3,1.7,129.5,1356,E20,U111,1,21.0,19.0,60.0,19.1
0.599591,0.754115,0.88533,7.4,7.62,28.9,158,7.8,4.2,204.9,1175,E20,U111,3,27.0,21.0,52.0,53.5
0.884776,1.045566,1.130294,6.7,6.84,121.5,20,22.9,11.2,191.2,1340,C10,U120,3,16.0,34.0,50.0,194.6
0.680247,0.848536,0.973686,6.6,6.72,87.5,9,11.5,7.1,370.9,1078,E20,U210,2,23.0,22.0,55.0,110.3
0.702788,0.856487,0.967923,4.9,5.07,127.2,0,23.4,7.3,241.5,1533,C10,U120,2,24.0,22.0,55.0,106.8
0.703074,0.872231,0.98783,5.4,5.54,108.8,4,188.2,8.5,251.7,1305,C10,U120,1,24.0,22.0,54.0,117.5
0.618013,0.731856,0.846514,6.9,7.0,75.2,2,14.9,5.7,205.5,1437,E20,U111,1,28.0,12.0,60.0,55.1
0.887155,1.043398,1.113746,6.0,6.1,136.6,3,31.8,12.7,256.2,1404,C10,U120,2,17.0,22.0,61.0,201.7
0.578907,0.682091,0.808082,7.2,7.32,37.4,14,8.0,3.5,187.5,1337,C10,U120,1,20.0,24.0,56.0,37.9
0.547754,0.679822,0.830687,7.6,7.87,24.1,107,44.1,2.8,273.0,850,C10,U120,2,38.0,12.0,50.0,25.2
0.745066,0.869211,0.953408,7.0,7.23,55.5,226,53.2,7.7,415.9,1168,C22,U120,3,20.0,28.0,51.0,104.7
0.637561,0.804065,0.922581,7.2,7.47,34.5,384,10.2,6.3,194.7,1124,C10,U120,4,22.0,32.0,46.0,67.1
0.631799,0.831828,0.978122,7.0,7.25,32.2,20,12.3,5.7,390.6,1108,C10,U120,3,22.0,29.0,49.0,92.5
